min_distance,max_distance,mean_distance,median_distance,std_distance,min_speed,max_speed,mean_speed,median_speed,std_speed,min_acceleration,max_acceleration,mean_acceleration,median_acceleration,std_acceleration,min_bearing,max_bearing,mean_bearing,median_bearing,std_bearing,transportation_mode
0.0,102620.72467508001,2634.93741636176,148.52765936296655,13746.221832295914,0.0,32.7395691527098,8.261834087436016,2.5174179553045177,10.094964422284617,-0.21418415542767227,1.8586286014885949,0.055822579525369655,0.0,0.249216508828922,0.0,357.37077250973715,134.32690048057526,189.67934624130933,112.34793752879601,train
0.0,227101.998256228,4673.28980494206,1244.612531657867,24330.390943592134,0.0,32.40042474413337,16.46515719855138,20.257028405313623,11.521363518852315,-0.225936872006175,1.0480516922594743,0.0229818039410109,0.005443316013061176,0.1255972470731077,0.0,358.93556619988306,211.01631039687547,265.4637919076547,94.0913628970011,train
0.0,288059.2677176463,6913.974254821517,0.0,40757.93470577496,0.0,31.540586906346505,8.321963678720898,0.0,11.42674648787416,-0.18656989146205383,1.2737339372350545,0.03233765128828954,0.0,0.15234197675523173,0.0,321.7603565249067,149.69300961259884,0.0,153.20970040460725,train
0.0,178284.52853129234,5554.162760378533,1125.5096885841813,28026.833529743675,0.0,29.932060107703986,17.147555213665925,18.990644739979654,9.86724432730916,-0.21614631844421853,0.04428791549029697,-0.019432394783825344,0.0,0.05237641637769203,0.0,348.37680500891946,198.20792302206988,232.25553736334567,88.7031907030038,train
0.0,306825.4854814135,7899.652159210194,690.3683592681722,39580.55107911551,0.0,30.41266451803322,13.645592646487454,11.199260707582031,12.81683004891519,-0.29922857650903695,9.133940819959406,0.11960800270849972,0.0,1.0300994974895636,0.0,291.9934888914429,168.32538014646602,239.49420703545897,120.11524082728569,train
0.0,21.640009689506606,1.3441613231871468,1.111949266008448,1.6460246285232027,0.0,3.848027189476253,1.0850845051393867,1.0580079215443066,0.47719276055656185,-2.194475281000363,1.6260488248495848,-0.03719848514531733,-0.0031373472559395044,0.4137529913126968,0.0,322.33498048962576,207.38315041855182,217.6651949198259,58.048959021145585,walk
0.33358477988154306,14.813811732248164,6.1721240383270635,5.607570958728579,3.6810506195879817,0.1898667687867835,12.483375136685137,5.9702965709689355,5.45780865744945,3.639151841077844,-2.812396250147104,1.915526207111073,-0.012121259782418355,2.2614263830433856e-06,0.7258321227749377,0.0,358.4018525301568,273.4052011584383,255.47421282998317,60.64061864361602,taxi
0.0,440.56153200721906,30.246411539470568,23.443630244356868,34.46902991190047,0.0,16.5131272009964,7.247033224549487,7.097743891225078,3.6984685294129527,-4.198750932961653,3.6508600363912347,0.05109986418362981,0.07576939327552915,0.9599397891401926,0.0,195.6258017639461,72.80286307699255,84.75270290021237,46.792432446181884,bus
0.0,124047.35034392957,3407.90267823176,463.7029527041472,16675.200776887774,0.0,29.758597400328647,11.052379176746896,7.859372079731308,11.547188771280462,-0.1788460765919632,9.2991463324344,0.18968853987777803,0.0,1.2130708066298932,0.0,89.9999980222928,44.908556037024724,65.07062326415428,34.20519819871814,train
0.0,22.277564272141028,12.799270811106393,13.442830190594709,5.362854089453607,0.0,22.277564272141028,12.799270811106393,13.442830190594709,5.362854089453607,-2.4010865761445572,1.9353469721551082,-0.02274006262145042,0.0370474234441458,0.6267442897823507,0.0,270.00000097638406,111.10332251075629,104.00504271650652,39.68155202884779,taxi
